URL_Chi_Tiet,căn_cứ_pháp_lý_của_thủ_tục_hành_chính,cơ_quan_thực_hiện_tthc,kết_quả_thực_hiện_tthc,"mẫu_đơn,_mẫu_tờ_khai","phí,_lệ_phí_(nếu_có)",số_lượng_hồ_sơ_(bộ),thành_phần_hồ_sơ,thời_hạn_giải_quyết,"trình_tự,_cách_thức_thực_hiện",yêu_cầu_hoặc_điều_kiện_để_thực_hiện_tthc,đối_tượng_thực_hiện_tthc
https://conganthanhhoa.gov.vn/dich-vu-cong/cap-quan-ly-the-can-cuoc-cong-dan/cap-xac-nhan-so-chung-minh-nhan-dan-09-so-so-dinh-danh-ca-nhan-tai-cong-an-cap-tinh.html,"- Luật Căn cước số 26/2023/QH15 ngày 27/11/2023.
- Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 16/2024/TT-BCA ngày 15/5/2024
của Bộ Công an
quy định về mẫu thẻ căn cước, mẫu giấy chứng nhận căn cước
.
- Thông tư số 17/2024/TT-BCA ngày 15/5/2024
của Bộ Công an
quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 18/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về quy trình cấp, cấp đổi, cấp lại thẻ căn cước, giấy chứng nhận căn cước.",cơ quan quản lý căn cước của Công an cấp tỉnh.,"Giấy xác nhận số chứng minh nhân dân 09 số, số định danh ca nhân (Mẫu CC04 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).","[{""ten_file"": ""Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an);"", ""url"": ""https://conganthanhhoa.gov.vn/upload/81582/20240916/Mau_DC02_Phieu_de_nghi_giai_quyet_thu_tuc_ve_can_cuoc_07e90.doc"", ""mo_ta"": ""Văn bản quy định""}]",Chưa quy định.,01 (một) bộ.,"- Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an);
-
Giấy chứng minh nhân dân 09 số (nếu có).","- 03 ngày làm việc đối với trường hợp thông tin số chứng minh nhân dân 09 số đã được cập nhật trong Cơ sở dữ liệu quốc gia về dân cư
.
- 07 ngày làm việc đối với trường hợp thông tin số chứng minh nhân dân 09 số chưa có trong Cơ sở dữ liệu quốc gia về dân cư.","12.1. Trình tự thực hiện:
- Bước 1: Công dân đã được cấp thẻ căn cước có nhu cầu được xác nhận số chứng minh nhân dân 09 số, số định danh cá nhân chuẩn bị hồ sơ theo quy định.
- Bước 2: Nộp hồ sơ tại cơ quan quản lý căn cước của Công an cấp tỉnh hoặc đăng ký cấp giấy xác nhận số chứng minh nhân dân 09 số, số định danh cá nhân trên Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, ứng dụng định danh quốc gia (lựa chọn nơi thực hiện thủ tục là cơ quan quản lý căn cước của Công an cấp tỉnh);
- Bước 3:
+
Cơ quan quản lý căn cước của Công an
cấp tỉnh
có trách nhiệm kiểm tra, xác minh
và xác nhận thông tin về
số chứng minh nhân dân 09 số
,
số định danh cá nhân đã hủy đối với trường hợp thông tin số chứng minh nhân dân 09 số đã được cập nhật vào Cơ sở dữ liệu quốc gia về dân cư
.
+
Trường hợp thông tin số chứng minh nhân dân 09 số chưa được cập nhật vào Cơ sở dữ liệu quốc gia về dân cư thì trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ, cơ quan quản lý căn cước của Công an
cấp tỉnh
có trách nhiệm kiểm tra, xác minh và
cấp
xác nhận số chứng minh nhân dân 09 số
, số định danh cá nhân.
+
Trường hợp thông tin không chính xác thì từ chối cấp và nêu rõ lý do, t
hông báo về việc từ chối giải quyết thủ tục về căn cước (mẫu CC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
- Bước
4
: Nhận kết quả bằng văn bản giấy tại cơ quan quản lý căn cước của Công an cấp tỉnh, văn bản điện tử hoặc hoặc trả qua dịch vụ bưu chính đến địa chỉ theo yêu cầu.
12.2. Cách thức thực hiện:
- Trực tiếp tại địa điểm tiếp dân cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương).
- Nộp hồ sơ trực tuyến
t
hông qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Ứng dụng định danh quốc gia.
- Nộp hồ sơ qua dịch vụ bưu chính (nếu có).
- Thời gian tiếp nhận hồ sơ: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).",Không.,"Công dân có nhu cầu xác nhận thông tin số chứng minh nhân dân 09 số, số định danh cá nhân."
https://conganthanhhoa.gov.vn/dich-vu-cong/cap-quan-ly-the-can-cuoc-cong-dan/khai-thac-thong-tin-cua-cong-dan-trong-co-so-du-lieu-can-cuoc-tai-cong-an-cap-tinh.html,"- Luật Căn cước số 26/2023/QH15 ngày 27/11/2023.
- Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 16/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về mẫu thẻ căn cước, mẫu giấy chứng nhận căn cước.
- Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 18/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về quy trình cấp, cấp đổi, cấp lại thẻ căn cước, giấy chứng nhận căn cước.","cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát quản lý hành chính về trật tự xã hội, Công an tỉnh, thành phố trực thuộc trung ương).","Phiếu cung cấp thông tin trong cơ sở dữ liệu quốc gia về dân cư, cơ sở dữ liệu căn cước (Mẫu DC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an) bằng văn bản giấy hoặc văn bản điện tử.","[{""ten_file"": ""Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an)."", ""url"": ""https://conganthanhhoa.gov.vn/upload/81582/20240916/Mau_DC02_Phieu_de_nghi_giai_quyet_thu_tuc_ve_can_cuoc_d9a4d.doc"", ""mo_ta"": ""Văn bản quy định""}]",Chưa quy định.,: 01 (một) bộ.,"- Phiếu đề nghị giải quyết thủ tục về căn cước (mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an) trong đó nêu
rõ mục đích, nội dung, phạm vi thông tin cần khai thác trong Cơ sở dữ liệu căn cước và cam đoan về việc chịu trách nhiệm trong sử dụng thông tin khi được khai thác
.",03 ngày làm việc.,"2.1. Trình tự thực hiện:
Bước 1: Cơ quan, tổ chức, cá nhân chuẩn bị đầy đủ hồ sơ theo quy định của pháp luật.
Bước 2: Nộp hồ sơ tại cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát quản lý hành chính về trật tự xã hội, Công an tỉnh, thành phố trực thuộc Trung ương) hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu đã triển khai).
Bước 3: Cán bộ tiếp nhận hồ sơ kiểm tra tính pháp lý và nội dung hồ sơ.
- Trường hợp hồ sơ đầy đủ, hợp lệ thì tiếp nhận hồ sơ và cấp giấy hẹn trả kết quả giải quyết thủ tục về căn cước (Mẫu CC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
- Trường hợp hồ sơ không đầy đủ thì hướng dẫn cơ quan, tổ chức, cá nhân bổ sung, hoàn thiện hồ sơ; trường hợp hồ sơ không hợp lệ thì từ chối tiếp nhận và nêu rõ lý do bằng Thông báo về việc từ chối giải quyết thủ tục về căn cước (Mẫu CC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
Bước 4: Cơ quan, tổ chức, cá nhân nhận văn bản trả lời tại cơ quan quản lý căn cước của Công an cấp tỉnh; văn bản điện tử hoặc dịch vụ bưu chính phát đến địa chỉ theo yêu cầu.
2.2. Cách thức thực hiện:
- Nộp hồ sơ trực tiếp tại Cơ quan quản lý căn cước của Công an cấp tỉnh hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu đã triển khai).
- Nộp hồ sơ qua dịch vụ bưu chính (nếu có);
- Thời gian tiếp nhận hồ sơ: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).","- Tổ chức, cá nhân không thuộc quy định tại điểm a, điểm b, điểm c và điểm d khoản 1 Điều 17 Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 của Chính phủ được khai thác thông tin cá nhân trong Cơ sở dữ liệu căn cước để phục vụ hoạt động xác thực điện tử, phát triển kinh tế số, xã hội số, công dân số khi được công dân đó đồng ý.
- Trường hợp khai thác thông tin của người bị mất năng lực hành vi dân sự, người có khó khăn trong nhận thức, làm chủ hành vi theo quy định của Bộ luật Dân sự, người dưới 14 tuổi, người bị tuyên bố mất tích, người đã chết phải được sự đồng ý của cơ quan quản lý căn cước và một trong những người đại diện hợp pháp, người thừa kế theo quy định tại điểm d khoản 3 Điều 16 Luật Căn cước.","-
Cơ quan, tổ chức quy định tại điểm a, điểm b, điểm c, điểm đ khoản 1 Điều 17 Nghị định số 70/2024/NĐ-CP ngày 25/6/2024;
- Cá nhân quy định tại điểm d và điểm đ khoản 1 Điều 17 Nghị định số 70/2024/NĐ-CP ngày 25/6/2024;"
https://conganthanhhoa.gov.vn/dich-vu-cong/cap-quan-ly-the-can-cuoc-cong-dan/khai-thac-thong-tin-nguoi-goc-viet-nam-chua-xac-dinh-duoc-quoc-tich-trong-co-so-du-lieu-quoc-gia-ve-dan-cu-tai-cong-an-c2.html,"- Luật Căn cước số 26/2023/QH15 ngày 27/11/2023.
- Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 18/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về quy trình cấp, cấp đổi, cấp lại thẻ căn cước, giấy chứng nhận căn cước.
- Thông tư số 48/2022/TT-BTC ngày 03/8/2022 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí khai thác và sử dụng thông tin trong Cơ sở dữ liệu quốc gia về dân cư.","cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an tỉnh, thành phố trực thuộc Trung ương).","Phiếu cung cấp thông tin trong cơ sở dữ liệu quốc gia về dân cư, cơ sở dữ liệu căn cước (Mẫu DC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an) (văn bản giấy hoặc văn bản điện tử).","[{""ten_file"": ""Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an)."", ""url"": ""https://conganthanhhoa.gov.vn/upload/81582/20240916/Mau_DC02_Phieu_de_nghi_giai_quyet_thu_tuc_ve_can_cuoc_3e3da.doc"", ""mo_ta"": ""Văn bản quy định""}]","Áp dụng mức thu theo mức phí quy định tại Thông tư số 48/2022/TT-BTC ngày 03/8/2022 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí khai thác và sử dụng thông tin trong Cơ sở dữ liệu quốc gia về dân cư.",01 (một) bộ.,"Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an), trong đó nêu rõ
mục đích, nội dung, phạm vi thông tin cần khai thác trong Cơ sở dữ liệu quốc gia về dân cư và cam đoan về việc chịu trách nhiệm trong sử dụng thông tin khi được khai thác và ý kiến đồng ý của chủ thể thông tin cần khai thác
.
- Xuất trình giấy tờ hợp lệ chứng minh thông tin người đến nộp hồ sơ.",03 ngày làm việc.,"3.1. Trình tự thực hiện:
Bước 1: Cơ quan, tổ chức, cá nhân chuẩn bị đầy đủ hồ sơ theo quy định của pháp luật.
Bước 2: Nộp hồ sơ tại cơ quan quản lý căn cước của Công an cấp tỉnh hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu đã triển khai).
Bước 3: Cán bộ tiếp nhận hồ sơ kiểm tra tính pháp lý và nội dung hồ sơ.
- Trường hợp hồ sơ đầy đủ, hợp lệ thì tiếp nhận hồ sơ và cấp giấy hẹn trả kết quả (Mẫu CC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
- Trường hợp hồ sơ không đầy đủ thì hướng dẫn công dân bổ sung, hoàn thiện hồ sơ; trường hợp hồ sơ không hợp lệ thì từ chối tiếp nhận và nêu rõ lý do bằng Thông báo về việc từ chối giải quyết thủ tục về căn cước (Mẫu CC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
Bước 4: Cơ quan, tổ chức, cá nhân nhận văn bản trả lời tại cơ quan quản lý căn cước của Công an cấp tỉnh; Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu triển khai), văn bản điện tử hoặc dịch vụ bưu chính  phát đến địa chỉ theo yêu cầu.
3.2. Cách thức thực hiện:
- Cơ quan, tổ chức, cá nhân nộp hồ sơ trực tiếp tại cơ quan quản lý căn cước của Công an cấp tỉnh hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu triển khai).
- Nộp hồ sơ q
ua dịch vụ bưu chính (nếu có).
- Thời gian tiếp nhận hồ sơ: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).","Trường hợp khai thác thông tin của người bị mất năng lực hành vi dân
sự, người có khó khăn trong nhận thức, làm chủ hành vi theo quy định của Bộ luật Dân sự, người dưới 14 tuổi, người bị tuyên bố mất tích, người đã chết phải được sự đồng ý của cơ quan quản lý căn cước và một trong những người đại diện hợp pháp, người thừa kế theo quy định tại khoản 9 Điều 10 Luật Căn cước.","C
ơ quan nhà nước, tổ chức chính trị, tổ chức chính trị - xã hội ở cấp tỉnh; tổ chức hành nghề công chứng, thừa phát lại và tổ chức khác được giao thực hiện các dịch vụ công trên địa bàn quản lý
có nhu cầu khai thác
thông tin (bằng văn bản đề nghị) của người gốc Việt Nam chưa xác định được quốc tịch trong Cơ sở dữ liệu quốc gia về dân cư đang sinh sống trong phạm vi cấp tỉnh
."
https://conganthanhhoa.gov.vn/dich-vu-cong/cap-quan-ly-the-can-cuoc-cong-dan/cap-the-can-cuoc-cho-nguoi-tu-du-14-tuoi-tro-len-tai-cong-an-cap-tinh.html,"- Luật Căn cước số 26/2023/QH15 ngày 27/11/2023.
- Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 16/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về mẫu thẻ căn cước, mẫu giấy chứng nhận căn cước
.
- Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 18/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về quy trình cấp, cấp đổi, cấp lại thẻ căn cước, giấy chứng nhận căn cước.","cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương).","Thẻ căn cước
(mẫu ban hành kèm theo Thông tư số 16/2024/TT-BCA ngày 15/05/2024 của Bộ trưởng Bộ Công an)
;","[{""ten_file"": ""Phiếu thu nhận thông tin căn cước (mẫu CC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an)."", ""url"": ""https://conganthanhhoa.gov.vn/upload/81582/20240916/Mau_CC01_Phieu_thu_nhan_thong_tin_can_cuoc_fd229.doc"", ""mo_ta"": ""Văn bản quy định""}]",Chưa quy định.,01 (một) bộ.,"- Phiếu thu nhận thông tin căn cước (mẫu CC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ trưởng Bộ Công an). Phiếu được tạo lập khi trích xuất thông tin của công dân trong Cơ sở dữ liệu quốc gia về dân cư và in trong quá trình thu nhận hồ sơ căn cước để công dân kiểm tra và ký xác nhận.
- Trường hợp công dân chưa có thông tin trong cơ sở dữ liệu quốc gia về dân cư thì hồ sơ còn có Phiếu thu thập thông tin dân cư
(mẫu DC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ trưởng Bộ Công an);
Giấy tờ pháp lý chứa thông tin công dân.
- Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA
của Bộ Công an
)
. Phiếu này là biểu mẫu điện tử, công dân kê khai đối với trường hợp nộp hồ sơ trực tuyến.",Không quá 07 ngày làm việc.,"8.1. Trình tự thực hiện:
- Bước 1:
+ Công dân đến địa điểm làm thủ tục cấp thẻ căn cước tại cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương)
hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu đã triển khai)
đề nghị cấp thẻ căn cước.
+ Công dân thông qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, ứng dụng định danh quốc gia lựa chọn thủ tục cấp thẻ căn cước, kiểm tra thông tin của mình được khai thác trong Cơ sở dữ liệu quốc gia về dân cư. Trường hợp thông tin chính xác thì đăng ký thời gian, địa điểm thực hiện thủ tục tại cơ quản quản lý căn cước của Công an cấp tỉnh. Hệ thống sẽ xác nhận và tự động chuyển đề nghị của công dân đến cơ quan quản lý căn cước nơi công dân đề nghị cấp thẻ căn cước.
- Bước 2: Công dân cung cấp thông tin gồm họ, chữ đệm và tên khai sinh, số định danh cá nhân, nơi cư trú để người tiếp nhận kiểm tra đối chiếu thông tin trong Cơ sở dữ liệu quốc gia về dân cư.
- Bước
3
: Cán bộ thu nhận thông tin công dân tìm kiếm thông tin trong Cơ sở dữ liệu quốc gia về dân cư để lập hồ sơ cấp thẻ căn cước.
+ Trường hợp thông tin công dân chưa có trong Cơ sở dữ liệu quốc gia về dân cư Cán bộ thu nhận đề nghị công dân xuất trình một trong các loại giấy tờ pháp lý chứng minh nội dung thông tin nhân thân và hướng dẫn thu thập, cập nhật thông tin vào Cơ sở dữ liệu quốc gia về dân cư trước khi thực hiện thủ tục cấp thẻ căn cước.
+ Trường hợp thông tin công dân có sự thay đổi, điều chỉnh thì Cán bộ thu nhận hướng dẫn công dân thực hiện thủ tục điều chỉnh thông tin trong Cơ sở dữ liệu quốc gia về dân cư trước khi thực hiện thủ tục cấp thẻ căn cước.
+ Trường hợp thông tin công dân đầy đủ, chính xác thì sử dụng thông tin của công dân trong cơ sở dữ liệu quốc gia về dân cư để lập hồ sơ cấp thẻ căn cước.
+ Trường hợp công dân không đủ điều kiện cấp thẻ căn cước thì từ chối tiếp nhận và nêu rõ lý do, thông báo về việc từ chối giải quyết thủ tục về căn cước (Mẫu CC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA của Bộ Công an).
- Bước 4: Tiến hành thu nhận vân tay, chụp ảnh khuôn mặt và thu nhận ảnh mống mắt của công dân.
- Bước 5: In Phiếu thu nhận thông tin căn cước, Phiếu thu thập thông tin dân cư (nếu có) chuyển cho công dân kiểm tra, ký xác nhận.
- Bước 6: Thu thẻ Căn cước công dân (nếu có), thu lệ phí (nếu có) và cấp giấy hẹn Trả kết quả giải quyết thủ tục về căn cước (mẫu CC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ trưởng Bộ Công an).
Bước 7: Nhận kết quả trực tiếp tại cơ quan quản lý căn cước Công an cấp tỉnh hoặc trả qua dịch vụ bưu chính đến địa chỉ theo yêu cầu.
8.2. Cách thức thực hiện:
- Trực tiếp tại địa điểm tiếp dân cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương)
hoặc Trung tâm phục vụ hành chính công tỉnh, thành phố trực thuộc Trung ương (nếu đã triển khai)
đề nghị cấp thẻ căn cước.
- Thông qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Ứng dụng định danh quốc gia để đăng ký thời gian, địa điểm làm thủ tục đề nghị cấp thẻ căn cước.
- Thời gian tiếp nhận hồ sơ: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).",Không.,Công dân Việt Nam từ đủ 14 tuổi trở lên.
https://conganthanhhoa.gov.vn/dich-vu-cong/cap-quan-ly-the-can-cuoc-cong-dan/cap-the-can-cuoc-cho-nguoi-duoi-14-tuoi-tai-cong-an-cap-tinh.html,"- Luật Căn cước số 26/2023/QH15 ngày 27/11/2023.
- Nghị định số 70/2024/NĐ-CP ngày 25/6/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 16/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về mẫu thẻ căn cước, mẫu giấy chứng nhận căn cước
.
- Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước.
- Thông tư số 18/2024/TT-BCA ngày 15/5/2024 của Bộ Công an quy định về quy trình cấp, cấp đổi, cấp lại thẻ căn cước, giấy chứng nhận căn cước.","cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương).","Thẻ căn cước
(mẫu ban hành kèm theo Thông tư số 16/2024/TT-BCA ngày 15/05/2024 của Bộ trưởng Bộ Công an)
;","[{""ten_file"": ""Phiếu thu nhận thông tin Căn cước (mẫu CC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an)."", ""url"": ""https://conganthanhhoa.gov.vn/upload/81582/20240916/Mau_CC01_Phieu_thu_nhan_thong_tin_can_cuoc_001fb.doc"", ""mo_ta"": ""Văn bản quy định""}]",Chưa quy định.,01 (một) bộ.,"- Phiếu thu nhận thông tin căn cước
(mẫu CC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an). Phiếu được tạo lập khi trích xuất thông tin của công dân trong Cơ sở dữ liệu quốc gia về dân cư và in trong quá trình thu nhận hồ sơ căn cước để công dân kiểm tra và ký xác nhận.
- Phiếu đề nghị giải quyết thủ tục về căn cước (Mẫu DC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA
của Bộ Công an
)
. Phiếu này là biểu mẫu điện tử, công dân kê khai đối với trường hợp nộp hồ sơ trực tuyến.
- Giấy tờ, tài liệu có giá trị pháp lý chứng minh là người đại diện hợp pháp của người dưới 14 tuổi
.
- Trường hợp công dân chưa có thông tin trong cơ sở dữ liệu quốc gia về dân cư thì hồ sơ còn có: Phiếu thu thập thông tin dân cư (mẫu DC01 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an). Giấy tờ, tài liệu pháp lý chứa thông tin công dân.",Không quá 07 ngày làm việc.,"9.1. Trình tự thực hiện:
- Bước 1:
+
Trường hợp người đại diện hợp pháp thực hiện thủ tục cấp thẻ căn cước cho người dưới 06 tuổi
thông qua cổng dịch vụ công hoặc ứng dụng định danh quốc gia
thì lựa chọn thủ tục, kiểm tra thông tin của người dưới 06 tuổi trong Cơ sở dữ liệu quốc gia về dân cư. Trường hợp thông tin chính xác thì người đại diện hợp pháp xác nhận chuyển hồ sơ đề nghị đến cơ quan quản lý căn cước của Công an cấp tỉnh xem xét, giải quyết việc cấp thẻ căn cước.
+ Trường hợp thực hiện trực tiếp tại
cơ quan quản lý căn cước của
Công an cấp tỉnh
, n
gười đại diện hợp pháp đưa người dưới 14 tuổi đến địa điểm làm thủ tục cấp
thẻ
căn cước
.
- Bước 2: Cán bộ thu nhận thông tin công dân tìm kiếm thông tin trong Cơ sở dữ liệu quốc gia về dân cư để lập hồ sơ cấp thẻ căn cước..
+ Trường hợp thông tin công dân chưa có trong Cơ sở dữ liệu quốc gia về dân cư Cán bộ thu nhận đề nghị công dân xuất trình một trong các loại giấy tờ pháp lý chứng minh nội dung thông tin
cá nhân
và hướng dẫn thu thập, cập nhật thông tin vào Cơ sở dữ liệu quốc gia về dân cư trước khi thực hiện thủ tục cấp thẻ căn cước.
+ Trường hợp thông tin công dân có sự thay đổi, điều chỉnh thì Cán bộ thu nhận hướng dẫn công dân thực hiện thủ tục điều chỉnh thông tin trong Cơ sở dữ liệu quốc gia về dân cư trước khi thực hiện thủ tục cấp thẻ căn cước..
+ Trường hợp thông tin công dân đầy đủ, chính xác thì sử dụng thông tin của công dân trong cơ sở dữ liệu quốc gia về dân cư để lập hồ sơ cấp thẻ căn cước.
+ Trường hợp công dân không đủ điều kiện cấp thẻ căn cước thì từ chối tiếp nhận và nêu rõ lý do
, t
hông báo về việc từ chối giải quyết thủ tục về căn cước
(mẫu CC03 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ Công an).
- Bước 3: Tiến hành thu nhận vân tay, chụp ảnh khuôn mặt và thu nhận ảnh mống mắt của người từ đủ 06 tuổi đến dưới 14 tuổi.
- Bước 4: In Phiếu thu nhận thông tin căn cước để người đại diện hợp pháp kiểm tra, ký xác nhận; in Phiếu thu thập thông tin dân cư (nếu có)
cho người đại diện hợp pháp của người dưới 14 tuổi kiểm tra, ký xác nhận.
- Bước 5: thu lệ phí (nếu có) và cấp giấy hẹn trả kết quả giải quyết thủ tục về căn cước (mẫu CC02 ban hành kèm theo Thông tư số 17/2024/TT-BCA ngày 15/5/2024 của Bộ trưởng Bộ Công an).
Bước 6: Nhận kết quả trực tiếp tại cơ quan quản lý căn cước của Công an cấp tỉnh hoặc trả qua dịch vụ bưu chính đến địa chỉ theo yêu cầu.
9.2. Cách thức thực hiện:
- Trực tiếp tại địa điểm tiếp dân cơ quan quản lý căn cước của Công an cấp tỉnh (Phòng Cảnh sát Quản lý hành chính về trật tự xã hội, Công an các tỉnh, thành phố trực thuộc Trung ương).
- Thông qua Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, Ứng dụng định danh quốc gia để đăng ký thời gian, địa điểm làm thủ tục đề nghị cấp thẻ căn cước.
- Thời gian tiếp nhận hồ sơ: Giờ hành chính các ngày làm việc từ thứ 2 đến thứ 6 hàng tuần (trừ các ngày nghỉ lễ, tết theo quy định của pháp luật).",Không.,Công dân Việt Nam dưới 14 tuổi.
